0.1,0.2,0.3,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0
1.000000,0.000000,1.000000,1.000000,0.147217,1.000000,0.111206,1.000000,0.999756,0.269409,0.998535,0.996338,0.206055,0.212158,0.987183,0.975830,0.599365,0.256226,0.943970,0.915283,0.041992,0.425659,0.546631,0.086792,0.000977,0.032593,0.033325,0.021729,0.023438,0.034790,0.030029,0.023193,0.002563,0.015503,0.007935,0.003418,0.009399,0.014526,0.023560,0.003784
1.000000,0.062500,0.453125,1.000000,0.493164,0.273926,0.200806,1.000000,0.999756,0.998535,0.085693,0.996460,0.994751,0.018555,0.987427,0.978882,0.971680,0.962036,0.151123,0.926758,0.861938,0.769287,0.304443,0.048706,0.031372,0.030640,0.076904,0.060669,0.013428,0.025024,0.006592,0.053223,0.004883,0.006592,0.011597,0.002930,0.009888,0.002563,0.010376,0.014160
1.000000,1.000000,0.046875,1.000000,0.322632,0.200684,0.027588,0.079590,0.058228,0.998657,0.998657,0.996338,0.993896,0.991455,0.987061,0.042847,0.425903,0.294800,0.937134,0.912231,0.859863,0.787842,0.216675,0.021484,0.007080,0.017822,0.000366,0.025879,0.012939,0.052856,0.015137,0.007446,0.024902,0.007202,0.018188,0.017334,0.009644,0.008179,0.013794,0.017212
1.000000,1.000000,1.000000,1.000000,1.000000,0.312500,1.000000,1.000000,0.114502,0.318359,0.998413,0.996460,0.994507,0.991821,0.983887,0.980469,0.279541,0.961914,0.927734,0.340088,0.858032,0.468140,0.396484,0.078125,0.150635,0.033447,0.008057,0.009399,0.059937,0.005371,0.006104,0.035278,0.009521,0.032715,0.004761,0.040894,0.015503,0.018311,0.015503,0.019653
1.000000,0.156250,1.000000,1.000000,1.000000,1.000000,0.106445,1.000000,0.999756,0.998779,0.998657,0.997314,0.995972,0.040527,0.987061,0.323364,0.966797,0.953125,0.939331,0.925415,0.880615,0.724976,0.366089,0.132080,0.028076,0.002686,0.019165,0.010864,0.001587,0.014282,0.029297,0.022949,0.017822,0.024170,0.012451,0.025146,0.003540,0.005493,0.005981,0.008057
1.000000,1.000000,0.187500,1.000000,1.000000,1.000000,0.523193,1.000000,0.999878,0.105469,0.998535,0.996582,0.993896,0.990356,0.987427,0.975830,0.127930,0.950317,0.945312,0.906616,0.004883,0.751709,0.235352,0.046997,0.039673,0.000977,0.010986,0.028076,0.047852,0.015381,0.010498,0.013428,0.013550,0.038086,0.022827,0.026489,0.002319,0.002197,0.007080,0.035034
0.312500,1.000000,0.234375,0.247925,1.000000,1.000000,0.563110,0.109619,0.170288,0.998291,0.232666,0.738037,0.993896,0.990723,0.432495,0.981323,0.965332,0.954590,0.935059,0.909790,0.866577,0.492676,0.147217,0.011108,0.025269,0.029419,0.005859,0.007324,0.067017,0.005737,0.013672,0.018433,0.001587,0.011108,0.000122,0.019043,0.001099,0.035156,0.003296,0.027832
1.000000,0.187500,1.000000,0.328125,1.000000,1.000000,0.999878,0.301147,0.999756,0.998535,0.998413,0.997314,0.567749,0.991577,0.987183,0.265137,0.122192,0.292725,0.938477,0.925171,0.763306,0.790283,0.033936,0.040894,0.147339,0.006104,0.003540,0.005005,0.027588,0.044312,0.028320,0.007568,0.007324,0.009155,0.011108,0.011719,0.035034,0.011597,0.022705,0.006836
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.109863,0.999878,0.999878,0.367676,0.997681,0.334351,0.995972,0.987915,0.987061,0.979858,0.397095,0.962036,0.002319,0.904541,0.878296,0.763916,0.382446,0.105591,0.009277,0.002686,0.012817,0.009888,0.019897,0.039429,0.022095,0.023682,0.027832,0.019287,0.000854,0.014893,0.002686,0.003296,0.011230,0.031738
1.000000,1.000000,0.281250,0.094727,0.110962,1.000000,0.516113,0.999878,0.637085,0.998657,0.998657,0.996460,0.994751,0.990112,0.984497,0.977905,0.137573,0.959473,0.932007,0.180298,0.879639,0.793945,0.069214,0.132690,0.019409,0.048096,0.011230,0.007568,0.007324,0.004639,0.022217,0.027344,0.038696,0.021118,0.015015,0.020020,0.000977,0.007935,0.003418,0.000488